"filename", "language", "Rust", "Markdown", "Python", "JSON", "TypeScript", "JSON with Comments", "JavaScript", "Ignore", "Assembler file", "YAML", "PowerShell", "C", "C++", "PostCSS", "HTML", "Batch", "Makefile", "WebAssembly Text Format", "Shell Script", "XML", "CMake Cache", "CMake", "Assembler list file", "TypeScript JSX", "comment", "blank", "total"
"/Users/daniel/projects/vectrex-pseudo-python/core/src/backend/m6809.rs", "Rust", 2631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 314, 170, 3115
"/Users/daniel/projects/vectrex-pseudo-python/core/src/backend/m6809_binary_emitter.rs", "Rust", 736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 151, 1044
"/Users/daniel/projects/vectrex-pseudo-python/core/src/backend/mod.rs", "Rust", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"/Users/daniel/projects/vectrex-pseudo-python/core/src/backend/string_literals.rs", "Rust", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 53
"/Users/daniel/projects/vectrex-pseudo-python/core/src/backend/trig.rs", "Rust", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 32
"/Users/daniel/projects/vectrex-pseudo-python/core/src/bin/disasm.rs", "Rust", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 61
"/Users/daniel/projects/vectrex-pseudo-python/core/src/bin/vpy_lsp.rs", "Rust", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 10
"/Users/daniel/projects/vectrex-pseudo-python/core/src/codegen.rs", "Rust", 1016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 66, 1160
"/Users/daniel/projects/vectrex-pseudo-python/core/src/lexer.rs", "Rust", 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 322
"/Users/daniel/projects/vectrex-pseudo-python/core/src/lib.rs", "Rust", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 24
"/Users/daniel/projects/vectrex-pseudo-python/core/src/library.rs", "Rust", 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 53, 343
"/Users/daniel/projects/vectrex-pseudo-python/core/src/lsp.rs", "Rust", 947, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 121, 1182
"/Users/daniel/projects/vectrex-pseudo-python/core/src/main.rs", "Rust", 741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 134, 977
"/Users/daniel/projects/vectrex-pseudo-python/core/src/musres.rs", "Rust", 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 60, 412
"/Users/daniel/projects/vectrex-pseudo-python/core/src/parser.rs", "Rust", 602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 43, 690
"/Users/daniel/projects/vectrex-pseudo-python/core/src/project/loader.rs", "Rust", 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 49, 275
"/Users/daniel/projects/vectrex-pseudo-python/core/src/project/mod.rs", "Rust", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 12
"/Users/daniel/projects/vectrex-pseudo-python/core/src/project/schema.rs", "Rust", 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 64, 363
"/Users/daniel/projects/vectrex-pseudo-python/core/src/psg_player.asm", "Assembler file", 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 163
"/Users/daniel/projects/vectrex-pseudo-python/core/src/resolver.rs", "Rust", 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 53, 374
"/Users/daniel/projects/vectrex-pseudo-python/core/src/target.rs", "Rust", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25
"/Users/daniel/projects/vectrex-pseudo-python/core/src/unifier.rs", "Rust", 429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 39, 508
"/Users/daniel/projects/vectrex-pseudo-python/core/src/vecres.rs", "Rust", 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 54, 381
"/Users/daniel/projects/vectrex-pseudo-python/core/src/wasm_api.rs", "Rust", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 71
"/Users/daniel/projects/vectrex-pseudo-python/core/tests/builtin_arities.rs", "Rust", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 46
"/Users/daniel/projects/vectrex-pseudo-python/core/tests/diagnostics_positions.rs", "Rust", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 7, 90
"/Users/daniel/projects/vectrex-pseudo-python/core/tests/diagnostics_windows_path.rs", "Rust", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 50
"/Users/daniel/projects/vectrex-pseudo-python/core/tests/lsp_builtin_detection.rs", "Rust", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 55
"/Users/daniel/projects/vectrex-pseudo-python/core/tests/opt_pipeline.rs", "Rust", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 45
